   0.84279,   0.31511,   0.29781,  -0.65375,  -0.54994,  -0.37693,   0.75628,   0.21130,  -0.53264,  -0.29043
   0.03829,  -0.54994,  -0.58455,   0.51407,   0.19400,   0.38431,  -0.67105,  -0.12607,   0.58327,   0.25455
  -0.57590,  -0.37693,  -0.48074,   0.01234,   0.47947,   1.16286,  -0.48939,   0.65248,   0.14210,  -0.48939
  -0.25583,  -0.02226,   0.88604,  -0.71430,  -0.62780,   0.89469,   0.17670,  -0.14337,  -0.22987,   0.02964
   0.50542,   0.56597,   0.19400,   0.59192,   0.43622,   0.53137,  -0.82676,  -0.67970,  -0.48939,  -0.76621
   0.27186,  -0.31638,   0.39296,   0.30646,   0.43622,  -0.67970,   0.34971,   0.01234,  -0.67970,  -0.07417
   0.31511,  -0.55859,   0.18535,  -0.34233,  -0.29908,  -0.61050,  -0.42884,   0.94660,   0.60058,   0.15940
  -0.29043,   0.53137,  -0.00496,   0.47947,  -0.47209,  -0.47209,   0.47082,  -0.30773,   0.58327,  -0.43749
   0.36701,  -0.05686,  -0.70565,   0.65248,  -0.31638,   0.50542,   0.82549,  -0.29908,  -0.62780,  -0.28178
  -0.34233,  -0.22122,  -0.36828,  -0.35963,  -0.45479,  -0.37693,   0.58327,   0.66113,   0.30646,   0.56597
   0.34971,   0.57462,  -0.45479,  -0.22987,   0.15075,  -0.38558,   0.58327,  -0.45479,   0.34971,  -0.54994
   0.15940,   0.60923,  -0.37693,  -0.66240,  -0.07417,   0.56597,  -0.00496,  -0.35963,  -0.54129,   0.71303
  -0.19527,   0.39296,  -0.41154,   0.86009,  -0.69700,  -0.19527,  -0.39423,   0.43622,  -0.15202,   0.42756
  -0.48939,   0.74763,   0.58327,  -0.26448,   0.07289,  -0.49804,   0.67843,  -0.16067,  -0.44614,  -0.21257
   0.42756,  -0.55859,  -0.77486,   0.24590,   0.57462,   0.14210,  -0.41154,   0.59192,  -0.28178,   0.07289
  -0.43749,  -0.25583,  -1.04302,   0.77359,  -0.05686,   0.84279,   0.29781,  -0.12607,   0.41026,  -0.45479
  -0.29043,   0.41026,  -0.28178,  -0.20392,   0.55732,  -0.74026,  -0.02226,  -0.32503,   0.65248,   0.26320
  -0.88731,  -0.67970,   0.76494,   0.81684,   0.84279,   0.57462,   0.57462,  -0.74026,  -0.75756,  -0.48074
  -0.64510,  -0.12607,  -0.35098,   0.23725,   0.21130,  -0.16067,   0.72168,   0.82549,  -0.51534,  -0.22122
   0.03829,   0.74763,  -0.68835,   0.31511,  -0.15202,   0.65248,  -0.29908,  -0.36828,  -0.71430,   0.51407
   0.60058,  -0.23853,  -0.50669,   0.27186,  -0.37693,  -0.61050,  -0.32503,  -0.35098,   0.47947,   0.94660
  -0.45479,  -0.09147,   0.40161,  -0.45479,  -0.23853,  -0.69700,   0.69573,  -0.23853,   0.82549,   0.32376
   0.77359,   0.67843,   0.00369,  -0.29908,  -0.23853,  -0.48074,  -0.54129,  -0.22987,   0.61788,  -0.29043
  -0.83541,   0.29781,  -0.50669,   0.20265,   0.60923,   0.05559,   0.09885,   0.54002,   0.00369,  -0.51534
   0.50542,   0.45352,   0.63518,  -0.33368,  -0.32503,  -0.23853,  -0.18662,  -0.31638,   0.02964,  -0.16932
   0.42756,  -0.33368,   0.50542,  -0.56725,   0.34106,   0.32376,  -0.38558,   0.47082,  -0.53264,  -0.20392
   0.53137,   0.72168,   0.35836,   0.35836,  -0.80081,  -0.54129,  -0.35963,  -0.18662,  -0.77486,   0.70438
  -0.44614,  -0.47209,   0.66978,  -0.46344,   0.74763,  -0.02226,   1.14556,  -0.19527,  -0.51534,  -0.40289
   0.48812,  -0.28178,   0.58327,  -0.46344,  -0.65375,   0.31511,  -0.54994,  -0.41154,   0.31511,   0.65248
  -0.73161,  -0.35098,   0.21130,   0.64383,  -0.61915,   0.54867,   0.59192,  -0.19527,  -0.43749,   0.34971
  -0.44614,   0.56597,   0.49677,  -0.40289,   0.17670,  -0.66240,  -0.36828,   0.62653,  -0.36828,   0.38431
  -0.00496,  -0.07417,   0.27186,   0.53137,   0.32376,  -0.56725,  -0.49804,   0.10750,   0.41026,  -0.47209
   0.41891,  -0.38558,  -0.03956,   0.79954,  -0.44614,   0.55732,  -0.37693,   0.62653,  -0.63645,  -0.58455
  -0.52399,  -0.35098,   0.76494,   0.54002,  -0.29043,   0.36701,  -0.70565,   0.87739,  -0.20392,  -0.54129
  -0.49804,   0.25455,   0.47947,   0.36701,  -0.13472,   0.55732,   0.32376,  -0.48074,  -0.41154,  -0.49804
  -0.47209,  -0.63645,   0.53137,  -0.29043,   0.67843,   0.21995,  -0.50669,   0.84279,  -0.12607,  -0.21257
   0.32376,   0.20265,   0.18535,  -0.22122,  -0.61915,  -0.48939,  -0.26448,  -0.22122,   0.47947,   0.55732
   0.57462,  -0.06551,  -0.71430,   0.16805,  -0.31638,   0.39296,  -0.42019,   0.60923,  -0.57590,   0.36701
   0.62653,  -0.72295,   0.00369,   0.24590,   0.47082,   0.21130,   0.22860,  -0.79216,   0.41891,  -0.58455
   0.47082,  -0.35963,  -0.17797,   0.15075,  -0.29043,   0.36701,  -0.28178,  -0.32503,   0.82549,  -0.37693
  -0.82676,  -0.31638,  -0.09147,   0.55732,   0.39296,  -0.41154,   0.42756,  -0.53264,   0.41026,   0.40161
  -0.51534,   0.45352,  -0.61050,   0.43622,   0.47082,   0.19400,  -0.62780,   0.31511,  -0.49804,   0.48812
   0.12480,   1.16286,  -0.69700,  -0.36828,  -0.75756,  -0.30773,  -0.52399,  -0.54129,   0.94660,   0.95525
   0.04694,  -0.35963,   0.29781,  -0.10012,   0.51407,  -0.48074,  -0.32503,   0.58327,  -0.79216,   0.63518
  -0.08282,  -0.50669,  -0.57590,  -0.28178,   0.61788,   0.73033,   0.43622,   0.32376,  -0.45479,  -0.28178
   0.48812,  -0.16932,  -0.17797,   0.34971,   0.41026,  -0.57590,   0.15940,   0.02099,  -0.08282,  -0.33368
   0.59192,  -0.70565,   0.60058,   0.11615,  -0.50669,  -0.55859,   0.47947,  -0.07417,   0.50542,  -0.43749
  -0.41154,   0.55732,   0.29781,   0.37566,   0.28051,  -0.15202,  -0.49804,   0.50542,  -0.61050,  -0.42884
  -0.62780,   0.67843,   0.61788,   0.15075,  -0.65375,   0.34971,  -0.27313,  -0.00496,   0.53137,  -0.65375
  -0.00496,  -0.46344,  -0.52399,  -0.77486,   0.60923,   0.42756,   0.29781,   0.19400,   0.11615,   0.19400
   0.52272,  -0.21257,   0.41026,   0.66113,   0.39296,  -0.49804,   0.20265,  -0.60185,  -0.43749,  -0.40289
   0.02099,   0.00369,   0.26320,  -0.69700,  -0.72295,   0.50542,   0.28916,   0.97255,  -0.29908,  -0.37693
   0.45352,  -0.84406,   0.21995,   0.00369,  -0.26448,  -0.16067,   0.68708,  -0.26448,  -0.63645,   0.83414
  -0.95652,  -0.66240,   0.54867,   0.40161,   0.28916,   0.41026,  -0.86136,   0.60058,  -0.15202,   0.41026
   0.20265,  -0.39423,   0.48812,  -0.30773,   0.71303,  -0.32503,  -0.74891,  -0.63645,   0.41026,   0.56597
  -0.67970,   0.66978,  -0.29908,   0.25455,  -0.61050,  -0.20392,   0.61788,  -0.48939,  -0.24718,   1.01580
   0.72168,   0.34106,  -0.79216,  -0.46344,  -0.30773,  -0.25583,   0.09885,   0.71303,   0.46217,  -0.47209
   0.21130,  -0.25583,  -0.42019,  -0.22122,  -0.54129,   0.78224,   0.49677,   0.24590,  -0.10877,  -0.19527
   0.51407,  -0.47209,   0.55732,  -0.30773,   0.47082,  -0.07417,  -0.32503,  -0.27313,   0.59192,  -0.61050
   0.14210,   0.27186,  -0.48939,  -0.80081,   0.83414,  -0.58455,  -0.32503,   0.62653,   0.21130,   0.09019
  -0.44614,   0.22860,  -0.38558,   0.29781,  -0.54994,  -0.51534,   0.66978,   0.47947,   0.54002,  -0.35098
   0.28916,  -0.46344,   0.55732,   0.30646,  -0.70565,   0.51407,   0.11615,  -0.49804,   0.32376,  -0.36828
   0.55732,   0.55732,  -0.15202,  -0.54994,   0.94660,  -0.42884,  -0.10012,  -0.65375,  -0.38558,   0.09885
  -0.60185,   0.60923,  -0.48939,  -0.62780,   0.11615,   0.61788,  -0.27313,  -0.59320,   0.60058,   0.66978
